0.046531,1
0.052336,1
0.058141,1
0.063946,1
0.069751,1
0.075556,1
0.081361,1
0.087166,1
0.092971,1
0.098776,1
0.10458,1
0.11039,1
0.11619,1
0.122,1
0.1278,1
0.13361,1
0.13941,1
0.14522,1
0.15102,1
0.15683,1
0.16263,1
0.16844,1
0.17424,1
0.18005,1
0.18585,1
0.19166,0.99785
0.19746,0.99756
0.20327,0.99722
0.20907,0.99682
0.21488,0.99623
0.22068,0.996
0.22649,0.99569
0.23229,0.99591
0.2381,0.99602
0.2439,0.99614
0.24971,0.99643
0.25551,0.99666
0.26132,0.99678
0.26712,0.99712
0.27293,0.99773
0.27873,0.99833
0.28454,0.99884
0.29034,0.9994
0.29615,0.99986
0.30195,1.0002
0.30776,1.0005
0.31356,1.0009
0.31937,1.0012
0.32517,1.0015
0.33098,1.0021
0.33678,1.0027
0.34259,1.0032
0.34839,1.0036
0.3542,1.0039
0.36,1.004
0.3658,1.0039
0.37161,1.0038
0.37741,1.0037
0.38322,1.0033
0.38902,1.0054
0.39483,1.0035
0.40063,1.0028
0.40644,1.0035
0.41224,1.0039
0.41805,1.0015
0.42385,1.0009
0.42966,1.0008
0.43546,1.0005
0.44127,1.0003
0.44707,0.99991
0.45288,0.99928
0.45868,0.99868
0.46449,0.99826
0.47029,0.99782
0.4761,0.9973
0.4819,0.99686
0.48771,0.99641
0.49351,0.99583
0.49932,0.99533
0.50512,0.99514
0.51093,0.99518
0.51673,0.99529
0.52254,0.99562
0.52834,0.99594
0.53415,0.99642
0.53995,0.99709
0.54576,0.9983
0.55156,0.99978
0.55737,1.0009
0.56317,1.001
0.56898,1.0009
0.57478,0.99972
0.58059,1.0001
0.58639,1.0007
0.5922,1.0011
0.598,1.0018
0.60381,1.0024
0.60961,1.003
0.61542,1.0033
0.62122,1.0035
0.62703,1.0037
0.63283,1.004
0.63864,1.0042
0.64444,1.0042
0.65025,1.0039
0.65605,1.0036
0.66186,1.0032
0.66766,1.0029
0.67347,1.0028
0.67927,1.0027
0.68508,1.0025
0.69088,1.0021
0.69669,1.0015
0.70249,1.001
0.7083,1.0005
0.7141,0.99993
0.71991,0.99948
0.72571,0.99919
0.73152,0.9989
0.73732,0.99849
0.74313,0.99792
0.74893,0.99727
0.75474,0.99667
0.76054,0.99627
0.76635,0.99606
0.77215,0.99587
0.77796,0.99563
0.78376,0.9954
0.78957,0.99534
0.79537,0.99533
0.80118,0.99543
0.80698,0.99578
0.81279,0.99628
0.81859,0.99686
