0,74.113
0.0022676,90.386
0.0045351,73.435
0.0068027,91.227
0.0090703,98.836
0.011338,102.39
0.013605,90.894
0.015873,89.521
0.018141,92.879
0.020408,98.467
0.022676,96.53
0.024943,92.051
0.027211,91.57
0.029478,94.988
0.031746,97.239
0.034014,95.005
0.036281,92.472
0.038549,93.211
0.040816,95.928
0.043084,96.514
0.045351,94.339
0.047619,93.106
0.049887,94.493
0.052154,96.417
0.054422,95.962
0.056689,94.147
0.058957,93.905
0.061224,95.55
0.063492,96.636
0.06576,95.583
0.068027,94.317
0.070295,94.852
0.072562,96.439
0.07483,96.71
0.077098,95.433
0.079365,94.845
0.081633,95.957
0.0839,97.207
0.086168,96.769
0.088435,95.616
0.090703,95.793
0.092971,97.237
0.095238,97.893
0.097506,96.957
0.099773,96.286
0.10204,97.237
0.10431,98.628
0.10658,98.489
0.10884,97.428
0.11111,97.558
0.11338,99.023
0.11565,99.754
0.11791,98.843
0.12018,98.179
0.12245,99.1
0.12472,100.28
0.12698,99.851
0.12925,98.697
0.13152,98.76
0.13379,99.801
0.13605,99.916
0.13832,98.772
0.14059,98.102
0.14286,98.646
0.14512,99.141
0.14739,98.461
0.14966,97.484
0.15193,97.451
0.1542,98.019
0.15646,97.944
0.15873,97.113
0.161,96.636
0.16327,96.97
0.16553,97.316
0.1678,96.92
0.17007,96.276
0.17234,96.23
0.1746,96.666
0.17687,96.746
0.17914,96.248
0.18141,95.886
0.18367,96.128
0.18594,96.507
0.18821,96.367
0.19048,95.911
0.19274,95.842
0.19501,96.25
0.19728,96.496
0.19955,96.216
0.20181,95.91
0.20408,96.128
0.20635,96.617
0.20862,96.709
0.21088,96.396
0.21315,96.357
0.21542,96.882
0.21769,97.406
0.21995,97.382
0.22222,97.219
0.22449,97.652
0.22676,98.57
0.22902,99.129
0.23129,99.153
0.23356,99.539
0.23583,100.8
0.2381,102.09
0.24036,102.51
0.24263,102.75
0.2449,103.82
0.24717,104.98
0.24943,104.78
0.2517,103.79
0.25397,103.38
0.25624,103.24
0.2585,102.3
0.26077,100.85
0.26304,99.962
0.26531,99.667
0.26757,99.207
0.26984,98.347
0.27211,97.643
0.27438,97.431
0.27664,97.361
0.27891,97.012
0.28118,96.52
0.28345,96.278
0.28571,96.303
0.28798,96.257
0.29025,95.984
0.29252,95.718
0.29478,95.683
0.29705,95.756
0.29932,95.682
0.30159,95.468
0.30385,95.345
0.30612,95.401
0.30839,95.457
0.31066,95.356
0.31293,95.2
0.31519,95.173
0.31746,95.261
0.31973,95.28
0.322,95.168
0.32426,95.071
0.32653,95.11
0.3288,95.197
0.33107,95.178
0.33333,95.07
0.3356,95.032
0.33787,95.113
0.34014,95.18
0.3424,95.13
0.34467,95.044
0.34694,95.063
0.34921,95.165
0.35147,95.202
0.35374,95.133
0.35601,95.085
0.35828,95.156
0.36054,95.262
0.36281,95.265
0.36508,95.194
0.36735,95.199
0.36961,95.315
0.37188,95.409
0.37415,95.383
0.37642,95.334
0.37868,95.403
0.38095,95.555
0.38322,95.625
0.38549,95.583
0.38776,95.584
0.39002,95.731
0.39229,95.905
0.39456,95.946
0.39683,95.914
0.39909,96.005
0.40136,96.238
0.40363,96.416
0.4059,96.433
0.40816,96.462
0.41043,96.687
0.4127,97.001
0.41497,97.159
0.41723,97.18
0.4195,97.341
0.42177,97.732
0.42404,98.079
0.4263,98.176
0.42857,98.25
0.43084,98.602
0.43311,99.085
0.43537,99.298
0.43764,99.264
0.43991,99.415
0.44218,99.846
0.44444,100.1
0.44671,99.936
0.44898,99.753
0.45125,99.92
0.45351,100.12
0.45578,99.891
0.45805,99.442
0.46032,99.306
0.46259,99.444
0.46485,99.327
0.46712,98.854
0.46939,98.525
0.47166,98.601
0.47392,98.69
0.47619,98.406
0.47846,98.017
0.48073,97.991
0.48299,98.231
0.48526,98.236
0.48753,97.928
0.4898,97.784
0.49206,98.045
0.49433,98.327
0.4966,98.231
0.49887,98.021
0.50113,98.187
0.5034,98.636
0.50567,98.822
0.50794,98.649
0.5102,98.649
0.51247,99.086
0.51474,99.495
0.51701,99.429
0.51927,99.232
0.52154,99.443
0.52381,99.87
0.52608,99.885
0.52834,99.502
0.53061,99.342
0.53288,99.562
0.53515,99.606
0.53741,99.163
0.53968,98.699
0.54195,98.643
0.54422,98.705
0.54649,98.396
0.54875,97.852
0.55102,97.577
0.55329,97.616
0.55556,97.527
0.55782,97.109
0.56009,96.716
0.56236,96.656
0.56463,96.718
0.56689,96.528
0.56916,96.145
0.57143,95.945
0.5737,96.016
0.57596,96.037
0.57823,95.789
0.5805,95.495
0.58277,95.453
0.58503,95.573
0.5873,95.524
0.58957,95.252
0.59184,95.061
0.5941,95.133
0.59637,95.245
0.59864,95.116
0.60091,94.846
0.60317,94.763
0.60544,94.907
0.60771,94.969
0.60998,94.76
0.61224,94.519
0.61451,94.54
0.61678,94.72
0.61905,94.696
0.62132,94.411
0.62358,94.219
0.62585,94.341
0.62812,94.515
0.63039,94.365
0.63265,94.002
0.63492,93.876
0.63719,94.088
0.63946,94.196
0.64172,93.854
0.64399,93.384
0.64626,93.319
0.64853,93.58
0.65079,93.497
0.65306,92.775
0.65533,92.019
0.6576,91.849
0.65986,91.904
0.66213,91.085
0.6644,89.028
0.66667,86.591
0.66893,84.406
0.6712,81.597
0.67347,76.546
0.67574,70.52
0.678,68.915
0.68027,73.518
0.68254,80.322
0.68481,85.533
0.68707,87.797
0.68934,88.44
0.69161,89.403
0.69388,91.11
0.69615,92.457
0.69841,92.519
0.70068,92.007
0.70295,92.158
0.70522,93.053
0.70748,93.637
0.70975,93.27
0.71202,92.701
0.71429,92.875
0.71655,93.595
0.71882,93.826
0.72109,93.236
0.72336,92.721
0.72562,93.015
0.72789,93.644
0.73016,93.564
0.73243,92.757
0.73469,92.286
0.73696,92.691
0.73923,93.187
0.7415,92.698
0.74376,91.539
0.74603,90.973
0.7483,91.349
0.75057,91.507
0.75283,90.244
0.7551,88.209
0.75737,86.942
0.75964,86.733
0.7619,86.136
0.76417,83.83
0.76644,80.995
0.76871,79.953
0.77098,81.425
0.77324,83.831
0.77551,85.069
0.77778,85.337
0.78005,86.306
0.78231,88.468
0.78458,90.587
0.78685,91.25
0.78912,90.919
0.79138,91.125
0.79365,92.281
0.79592,93.342
0.79819,93.339
0.80045,92.843
0.80272,92.99
0.80499,93.836
0.80726,94.387
0.80952,94.091
0.81179,93.676
0.81406,93.954
0.81633,94.654
0.81859,94.864
0.82086,94.435
0.82313,94.188
0.8254,94.61
0.82766,95.162
0.82993,95.099
0.8322,94.643
0.83447,94.607
0.83673,95.128
0.839,95.485
0.84127,95.203
0.84354,94.817
0.8458,95.003
0.84807,95.542
0.85034,95.656
0.85261,95.23
0.85488,95.002
0.85714,95.384
0.85941,95.835
0.86168,95.686
0.86395,95.219
0.86621,95.213
0.86848,95.718
0.87075,95.975
